,0,1,2
18623,Average midfield,1075,625
18624,Average defence,825,950
18625,Average attack,850,950
18626,Total average,925,850
18627,Midfield,900,650
18628,Right defence,1775,700
18629,Central defence,2175,1150
18630,Left defence,1925,700
18631,Right attack,300,875
18632,Central attack,450,900
18633,Left attack,1300,975
18634,Indirect set pieces,Indirect set pieces,Indirect set pieces
18635,Defence,925,750
18636,Attack,550,650
18637,Match plan,Match plan,Match plan
18638,Team attitude,(Hidden),(Hidden)
18639,Tactic,Normal,Normal
18640,Tactic skill,(no tactic),(no tactic)
18641,Style of play,100% Defensive,100% Offensive
18642,Average ratings,Average ratings,Average ratings
18643,Total player experience,700,875
18644,Average midfield,900,650
18645,Average defence,1950,850
18646,Average attack,675,925
18647,Total average,1175,800
18648,Midfield,650,600
18649,Right defence,675,1050
18650,Central defence,900,1175
18651,Left defence,575,1150
18652,Right attack,900,650
18653,Central attack,1300,550
18654,Left attack,825,450
18655,Indirect set pieces,Indirect set pieces,Indirect set pieces
18656,Defence,725,750
18657,Attack,675,525
18658,Match plan,Match plan,Match plan
18659,Team attitude,(Hidden),(Hidden)
18660,Tactic,Normal,Play creatively
18661,Tactic skill,(no tactic),9
18662,Style of play,100% Offensive,Neutral
18663,Average ratings,Average ratings,Average ratings
18664,Total player experience,475,475
18665,Average midfield,650,600
18666,Average defence,700,1125
18667,Average attack,1000,550
18668,Total average,775,750
18669,Midfield,825,700
18670,Right defence,1125,1350
18671,Central defence,1325,1375
18672,Left defence,1250,1475
18673,Right attack,875,950
18674,Central attack,1175,825
18675,Left attack,925,900
18676,Indirect set pieces,Indirect set pieces,Indirect set pieces
18677,Defence,775,700
18678,Attack,725,600
18679,Match plan,Match plan,Match plan
18680,Team attitude,(Hidden),(Hidden)
18681,Tactic,Pressing,Normal
18682,Tactic skill,9,(no tactic)
18683,Style of play,100% Offensive,Neutral
18684,Average ratings,Average ratings,Average ratings
18685,Total player experience,825,725
18686,Average midfield,825,700
18687,Average defence,1225,1400
18688,Average attack,1000,900
18689,Total average,1025,1000
18690,Midfield,975,1025
18691,Right defence,975,900
18692,Central defence,1275,925
18693,Left defence,825,1025
18694,Right attack,900,600
18695,Central attack,1075,1000
18696,Left attack,875,750
18697,Indirect set pieces,Indirect set pieces,Indirect set pieces
18698,Defence,850,650
18699,Attack,725,550
18700,Match plan,Match plan,Match plan
18701,Team attitude,(Hidden),(Hidden)
18702,Tactic,Attack in the Middle,Normal
18703,Tactic skill,15,(no tactic)
18704,Style of play,100% Offensive,100% Offensive
18705,Average ratings,Average ratings,Average ratings
18706,Total player experience,625,875
18707,Average midfield,975,1025
18708,Average defence,1025,950
18709,Average attack,950,800
18710,Total average,975,925
18711,Midfield,1125,1175
18712,Right defence,1100,1000
18713,Central defence,1225,1525
18714,Left defence,975,1225
18715,Right attack,650,1075
18716,Central attack,600,1725
18717,Left attack,750,1125
18718,Indirect set pieces,Indirect set pieces,Indirect set pieces
18719,Defence,850,1075
18720,Attack,675,875
18721,Match plan,Match plan,Match plan
18722,Team attitude,(Hidden),(Hidden)
18723,Tactic,Counter-attacks,Normal
18724,Tactic skill,11,(no tactic)
18725,Style of play,60% Offensive,Neutral
18726,Average ratings,Average ratings,Average ratings
18727,Total player experience,1000,1000
18728,Average midfield,1125,1175
18729,Average defence,1100,1250
18730,Average attack,675,1300
18731,Total average,975,1250
18732,Midfield,1025,1025
18733,Right defence,600,1625
18734,Central defence,1075,1575
18735,Left defence,750,1525
18736,Right attack,500,1325
18737,Central attack,700,1225
18738,Left attack,700,1475
18739,Indirect set pieces,Indirect set pieces,Indirect set pieces
18740,Defence,800,1275
18741,Attack,800,1000
18742,Match plan,Match plan,Match plan
18743,Team attitude,(Hidden),(Hidden)
18744,Tactic,Attack in the Middle,Normal
18745,Tactic skill,15,(no tactic)
18746,Style of play,100% Offensive,Neutral
18747,Average ratings,Average ratings,Average ratings
18748,Total player experience,525,1075
18749,Average midfield,1025,1025
18750,Average defence,800,1575
18751,Average attack,625,1350
18752,Total average,825,1325
18753,Midfield,525,975
18754,Right defence,900,1225
18755,Central defence,1575,1375
18756,Left defence,900,1250
18757,Right attack,575,975
18758,Central attack,950,1075
18759,Left attack,575,1000
18760,Indirect set pieces,Indirect set pieces,Indirect set pieces
18761,Defence,800,900
18762,Attack,625,800
18763,Match plan,Match plan,Match plan
18764,Team attitude,(Hidden),(Hidden)
18765,Tactic,Normal,Normal
18766,Tactic skill,(no tactic),(no tactic)
18767,Style of play,Neutral,Neutral
18768,Average ratings,Average ratings,Average ratings
18769,Total player experience,625,850
18770,Average midfield,525,975
18771,Average defence,1125,1275
18772,Average attack,700,1025
18773,Total average,775,1100
18774,Midfield,700,1275
18775,Right defence,475,1350
18776,Central defence,450,1425
18777,Left defence,500,1600
18778,Right attack,825,1075
18779,Central attack,950,800
18780,Left attack,950,900
18781,Indirect set pieces,Indirect set pieces,Indirect set pieces
18782,Defence,575,975
18783,Attack,575,725
18784,Match plan,Match plan,Match plan
18785,Team attitude,(Hidden),(Hidden)
18786,Tactic,Attack on wings,Normal
18787,Tactic skill,21,(no tactic)
18788,Style of play,100% Offensive,Neutral
18789,Average ratings,Average ratings,Average ratings
18790,Total player experience,525,1125
18791,Average midfield,700,1275
18792,Average defence,475,1450
18793,Average attack,900,925
18794,Total average,700,1225
18795,Midfield,850,875
18796,Right defence,500,975
18797,Central defence,825,1150
18798,Left defence,475,925
18799,Right attack,425,725
18800,Central attack,650,1325
18801,Left attack,450,1100
18802,Indirect set pieces,Indirect set pieces,Indirect set pieces
18803,Defence,550,675
18804,Attack,500,775
18805,Match plan,Match plan,Match plan
18806,Team attitude,(Hidden),(Hidden)
18807,Tactic,Normal,Normal
18808,Tactic skill,(no tactic),(no tactic)
18809,Style of play,100% Offensive,Neutral
18810,Average ratings,Average ratings,Average ratings
18811,Total player experience,350,900
18812,Average midfield,850,875
18813,Average defence,600,1025
18814,Average attack,500,1050
18815,Total average,650,975
18816,Midfield,1125,975
18817,Right defence,775,900
18818,Central defence,700,875
18819,Left defence,625,625
18820,Right attack,625,1025
18821,Central attack,850,1150
18822,Left attack,575,925
18823,Indirect set pieces,Indirect set pieces,Indirect set pieces
18824,Defence,600,900
18825,Attack,600,900
18826,Match plan,Match plan,Match plan
18827,Team attitude,(Hidden),(Hidden)
18828,Tactic,Normal,Normal
18829,Tactic skill,(no tactic),(no tactic)
18830,Style of play,100% Offensive,Neutral
18831,Average ratings,Average ratings,Average ratings
18832,Total player experience,550,900
18833,Average midfield,1125,975
18834,Average defence,700,800
18835,Average attack,675,1050
18836,Total average,825,950
18837,Midfield,625,750
18838,Right defence,1475,1100
18839,Central defence,1575,1800
18840,Left defence,1425,1100
18841,Right attack,975,950
18842,Central attack,300,1375
18843,Left attack,675,950
18844,Indirect set pieces,Indirect set pieces,Indirect set pieces
18845,Defence,850,1025
18846,Attack,450,900
18847,Match plan,Match plan,Match plan
18848,Team attitude,(Hidden),(Hidden)
18849,Tactic,Normal,Normal
18850,Tactic skill,(no tactic),(no tactic)
18851,Style of play,Neutral,Neutral
18852,Average ratings,Average ratings,Average ratings
18853,Total player experience,675,875
18854,Average midfield,625,750
18855,Average defence,1500,1325
18856,Average attack,650,1100
18857,Total average,925,1050
18858,Midfield,725,1075
18859,Right defence,1250,1575
18860,Central defence,1325,1550
18861,Left defence,1125,1425
18862,Right attack,800,1200
18863,Central attack,825,1225
18864,Left attack,825,1000
18865,Indirect set pieces,Indirect set pieces,Indirect set pieces
18866,Defence,800,1125
18867,Attack,625,850
18868,Match plan,Match plan,Match plan
18869,Team attitude,(Hidden),(Hidden)
18870,Tactic,Normal,Play creatively
18871,Tactic skill,(no tactic),20
18872,Style of play,Neutral,Neutral
18873,Average ratings,Average ratings,Average ratings
18874,Total player experience,675,1100
18875,Average midfield,725,1075
18876,Average defence,1225,1525
18877,Average attack,825,1150
18878,Total average,925,1250
18879,Midfield,675,1050
18880,Right defence,900,850
18881,Central defence,1500,1175
18882,Left defence,950,1500
18883,Right attack,525,1150
18884,Central attack,850,1375
18885,Left attack,575,1400
18886,Indirect set pieces,Indirect set pieces,Indirect set pieces
18887,Defence,800,850
18888,Attack,725,700
18889,Match plan,Match plan,Match plan
18890,Team attitude,(Hidden),(Hidden)
18891,Tactic,Pressing,Normal
18892,Tactic skill,8,(no tactic)
18893,Style of play,Neutral,Neutral
18894,Average ratings,Average ratings,Average ratings
18895,Total player experience,825,875
18896,Average midfield,675,1050
18897,Average defence,1100,1175
18898,Average attack,650,1325
18899,Total average,800,1175
18900,Midfield,1100,925
18901,Right defence,975,900
18902,Central defence,1075,1300
18903,Left defence,1025,1100
18904,Right attack,825,200
18905,Central attack,550,225
18906,Left attack,350,225
18907,Indirect set pieces,Indirect set pieces,Indirect set pieces
18908,Defence,825,1100
18909,Attack,700,1075
18910,Match plan,Match plan,Match plan
18911,Team attitude,(Hidden),(Hidden)
18912,Tactic,Normal,Long shots
18913,Tactic skill,(no tactic),16
18914,Style of play,Neutral,100% Defensive
18915,Average ratings,Average ratings,Average ratings
18916,Total player experience,700,800
18917,Average midfield,1100,925
18918,Average defence,1025,1100
18919,Average attack,575,225
18920,Total average,900,750
18921,Midfield,825,1225
18922,Right defence,950,2000
18923,Central defence,900,2075
18924,Left defence,800,1900
18925,Right attack,650,275
18926,Central attack,900,250
18927,Left attack,675,225
18928,Indirect set pieces,Indirect set pieces,Indirect set pieces
18929,Defence,900,1350
18930,Attack,850,1225
18931,Match plan,Match plan,Match plan
18932,Team attitude,(Hidden),(Hidden)
18933,Tactic,Normal,Long shots
18934,Tactic skill,(no tactic),18
18935,Style of play,10% Defensive,100% Defensive
18936,Average ratings,Average ratings,Average ratings
18937,Total player experience,600,700
18938,Average midfield,825,1225
18939,Average defence,875,1975
18940,Average attack,750,250
18941,Total average,825,1150
18942,Midfield,800,1050
18943,Right defence,1050,1250
18944,Central defence,1300,1350
18945,Left defence,1025,1150
18946,Right attack,675,1200
18947,Central attack,950,1850
18948,Left attack,800,1475
18949,Indirect set pieces,Indirect set pieces,Indirect set pieces
18950,Defence,850,900
18951,Attack,750,900
18952,Match plan,Match plan,Match plan
18953,Team attitude,(Hidden),(Hidden)
18954,Tactic,Pressing,Normal
18955,Tactic skill,9,(no tactic)
18956,Style of play,Neutral,Neutral
18957,Average ratings,Average ratings,Average ratings
18958,Total player experience,675,700
18959,Average midfield,800,1050
18960,Average defence,1125,1250
18961,Average attack,800,1500
18962,Total average,900,1275
18963,Midfield,425,375
18964,Right defence,475,850
18965,Central defence,700,975
18966,Left defence,450,825
18967,Right attack,550,325
18968,Central attack,575,125
18969,Left attack,525,200
18970,Indirect set pieces,Indirect set pieces,Indirect set pieces
18971,Defence,600,700
18972,Attack,550,475
18973,Match plan,Match plan,Match plan
18974,Team attitude,(Hidden),(Hidden)
18975,Tactic,Play creatively,Counter-attacks
18976,Tactic skill,9,12
18977,Style of play,100% Offensive,Neutral
18978,Average ratings,Average ratings,Average ratings
18979,Total player experience,350,975
18980,Average midfield,425,375
18981,Average defence,550,875
18982,Average attack,550,225
18983,Total average,500,500
18984,Midfield,1025,1000
18985,Right defence,775,700
18986,Central defence,1150,825
18987,Left defence,775,925
18988,Right attack,425,825
18989,Central attack,900,625
18990,Left attack,675,925
18991,Indirect set pieces,Indirect set pieces,Indirect set pieces
18992,Defence,700,700
18993,Attack,500,525
18994,Match plan,Match plan,Match plan
18995,Team attitude,(Hidden),(Hidden)
18996,Tactic,Attack on wings,Normal
18997,Tactic skill,12,(no tactic)
18998,Style of play,Neutral,100% Offensive
18999,Average ratings,Average ratings,Average ratings
19000,Total player experience,450,1000
19001,Average midfield,1025,1000
19002,Average defence,900,825
19003,Average attack,650,775
19004,Total average,850,875
19005,Midfield,800,900
19006,Right defence,675,1075
19007,Central defence,1025,1000
19008,Left defence,725,1075
19009,Right attack,525,775
19010,Central attack,800,1025
19011,Left attack,550,675
19012,Indirect set pieces,Indirect set pieces,Indirect set pieces
19013,Defence,675,1125
19014,Attack,600,925
19015,Match plan,Match plan,Match plan
19016,Team attitude,(Hidden),(Hidden)
19017,Tactic,Attack on wings,Attack in the Middle
19018,Tactic skill,11,21
19019,Style of play,100% Offensive,Neutral
19020,Average ratings,Average ratings,Average ratings
19021,Total player experience,1100,875
19022,Average midfield,800,900
19023,Average defence,800,1050
19024,Average attack,625,825
19025,Total average,750,925
19026,Midfield,875,1000
19027,Right defence,1150,775
19028,Central defence,1200,725
19029,Left defence,1125,1050
19030,Right attack,975,1075
19031,Central attack,975,1300
19032,Left attack,675,900
19033,Indirect set pieces,Indirect set pieces,Indirect set pieces
19034,Defence,775,850
19035,Attack,700,775
19036,Match plan,Match plan,Match plan
19037,Team attitude,(Hidden),(Hidden)
19038,Tactic,Normal,Normal
19039,Tactic skill,(no tactic),(no tactic)
19040,Style of play,Neutral,Neutral
19041,Average ratings,Average ratings,Average ratings
19042,Total player experience,850,850
19043,Average midfield,875,1000
19044,Average defence,1150,850
19045,Average attack,875,1100
19046,Total average,975,975
19047,Midfield,875,1150
19048,Right defence,1200,975
19049,Central defence,1250,1500
19050,Left defence,1275,1450
19051,Right attack,1250,775
19052,Central attack,650,1300
19053,Left attack,525,1050
